date,temperature
2023-06-10,-12.5
2023-06-11,8.6
2023-06-12,-8.3
2023-06-13,5.1
2023-06-14,4.3
2023-06-15,17.0
2023-06-16,17.8
2023-06-17,-8.0
2023-06-18,-1.4
2023-06-19,6.0
2023-06-20,5.9
2023-06-21,-11.2
2023-06-22,1.0
2023-06-23,12.6
2023-06-24,6.7
2023-06-25,5.2
2023-06-26,6.4
2023-06-27,19.6
2023-06-28,-1.9
2023-06-29,19.5
2023-06-30,-6.1
2023-07-01,22.3
2023-07-02,24.2
2023-07-03,3.3
2023-07-04,23.6
2023-07-05,11.9
2023-07-06,22.6
2023-07-07,16.6
2023-07-08,4.5
2023-07-09,14.3
2023-07-10,-7.9
2023-07-11,9.0
2023-07-12,12.9
2023-07-13,10.6
2023-07-14,-2.4
2023-07-15,-6.6
2023-07-16,11.3
2023-07-17,-0.8
2023-07-18,2.5
2023-07-19,6.8
2023-07-20,22.5
2023-07-21,0.9
2023-07-22,-6.6
2023-07-23,-8.2
2023-07-24,3.5
2023-07-25,-4.7
2023-07-26,10.4
2023-07-27,20.1
2023-07-28,-6.1
2023-07-29,19.7
2023-07-30,6.5
2023-07-31,11.7
2023-08-01,14.6
2023-08-02,6.0
2023-08-03,-0.0
2023-08-04,7.0
2023-08-05,7.7
2023-08-06,23.7
2023-08-07,-0.9
2023-08-08,11.4
2023-08-09,24.9
2023-08-10,-11.8
2023-08-11,-0.9
2023-08-12,-2.1
2023-08-13,0.8
2023-08-14,-7.2
2023-08-15,21.3
2023-08-16,-11.8
2023-08-17,-13.2
2023-08-18,-8.5
2023-08-19,17.0
2023-08-20,15.4
2023-08-21,-10.3
2023-08-22,-5.4
2023-08-23,-12.4
2023-08-24,1.2
2023-08-25,-1.6
2023-08-26,0.3
2023-08-27,11.6
2023-08-28,-13.3
2023-08-29,8.9
2023-08-30,5.0
2023-08-31,-0.4
2023-09-01,21.0
2023-09-02,13.3
2023-09-03,1.3
2023-09-04,-14.6
2023-09-05,13.1
2023-09-06,7.2
2023-09-07,-1.7
2023-09-08,19.0
2023-09-09,9.8
2023-09-10,-3.9
2023-09-11,8.7
2023-09-12,8.7
2023-09-13,-1.5
2023-09-14,9.3
2023-09-15,3.2
2023-09-16,-6.8
2023-09-17,16.6
2023-09-18,12.5
2023-09-19,-14.4
2023-09-20,-12.0
2023-09-21,-6.5
2023-09-22,5.6
2023-09-23,22.5
2023-09-24,12.9
2023-09-25,-3.1
2023-09-26,10.2
2023-09-27,-1.2
2023-09-28,9.6
2023-09-29,16.2
2023-09-30,-10.4
2023-10-01,-4.1
2023-10-02,-7.8
2023-10-03,-12.6
2023-10-04,-7.0
2023-10-05,10.0
2023-10-06,3.1
2023-10-07,24.9
2023-10-08,-14.2
2023-10-09,21.5
2023-10-10,9.0
2023-10-11,0.9
2023-10-12,-10.0
2023-10-13,-0.4
2023-10-14,-7.5
2023-10-15,-7.9
2023-10-16,10.1
2023-10-17,-11.0
2023-10-18,19.8
2023-10-19,4.7
2023-10-20,12.9
2023-10-21,-6.1
2023-10-22,10.5
2023-10-23,3.2
2023-10-24,6.8
2023-10-25,-14.4
2023-10-26,-2.9
2023-10-27,17.0
2023-10-28,10.5
2023-10-29,1.4
2023-10-30,-12.1
2023-10-31,13.8
2023-11-01,8.7
2023-11-02,-2.9
2023-11-03,7.1
2023-11-04,23.5
2023-11-05,-2.8
2023-11-06,17.0
2023-11-07,-2.7
2023-11-08,4.7
2023-11-09,-4.0
2023-11-10,-5.1
2023-11-11,11.8
2023-11-12,11.6
2023-11-13,7.7
2023-11-14,17.5
2023-11-15,-4.2
2023-11-16,18.9
2023-11-17,14.2
2023-11-18,23.3
2023-11-19,3.6
2023-11-20,-9.4
2023-11-21,-6.2
2023-11-22,3.7
2023-11-23,-5.9
2023-11-24,7.8
2023-11-25,13.7
2023-11-26,10.2
2023-11-27,-9.5
2023-11-28,2.3
2023-11-29,-3.8
2023-11-30,16.1
2023-12-01,1.0
2023-12-02,-14.4
2023-12-03,15.6
2023-12-04,-11.8
2023-12-05,20.4
2023-12-06,19.5
2023-12-07,6.5
2023-12-08,1.5
2023-12-09,11.0
2023-12-10,10.6
2023-12-11,7.9
2023-12-12,-7.6
2023-12-13,3.0
2023-12-14,3.1
2023-12-15,9.9
2023-12-16,21.6
2023-12-17,-13.7
2023-12-18,15.5
2023-12-19,0.5
2023-12-20,18.4
2023-12-21,24.1
2023-12-22,11.7
2023-12-23,22.7
2023-12-24,22.5
2023-12-25,-11.6
2023-12-26,17.8
2023-12-27,4.3
2023-12-28,-6.9
2023-12-29,14.4
2023-12-30,20.9
2023-12-31,-8.2
2024-01-01,-12.2
2024-01-02,11.2
2024-01-03,1.0
2024-01-04,17.4
2024-01-05,16.3
2024-01-06,-10.4
2024-01-07,17.9
2024-01-08,-0.2
2024-01-09,18.6
2024-01-10,24.1
2024-01-11,-4.9
2024-01-12,1.5
2024-01-13,23.4
2024-01-14,24.8
2024-01-15,1.4
2024-01-16,12.3
2024-01-17,0.9
2024-01-18,2.8
2024-01-19,-11.4
2024-01-20,20.7
2024-01-21,7.7
2024-01-22,17.1
2024-01-23,-5.6
2024-01-24,1.7
2024-01-25,24.9
2024-01-26,-10.2
2024-01-27,-4.3
2024-01-28,16.1
2024-01-29,5.7
2024-01-30,7.6
2024-01-31,-11.6
2024-02-01,-4.6
2024-02-02,-9.5
2024-02-03,13.9
2024-02-04,-8.8
2024-02-05,-11.6
2024-02-06,-8.7
2024-02-07,-15.0
2024-02-08,19.9
2024-02-09,3.3
2024-02-10,-7.9
2024-02-11,10.0
2024-02-12,7.3
2024-02-13,8.3
2024-02-14,24.6
2024-02-15,-13.1
2024-02-16,22.8
2024-02-17,-7.0
2024-02-18,9.1
2024-02-19,9.5
2024-02-20,-4.1
2024-02-21,-10.8
2024-02-22,-2.7
2024-02-23,14.6
2024-02-24,12.2
2024-02-25,-6.2
2024-02-26,18.0
2024-02-27,-7.0
2024-02-28,22.3
2024-02-29,20.6
2024-03-01,13.0
2024-03-02,8.8
2024-03-03,19.1
2024-03-04,-12.5
2024-03-05,8.8
2024-03-06,16.3
2024-03-07,-8.3
2024-03-08,-11.1
2024-03-09,-11.7
2024-03-10,9.8
2024-03-11,16.4
2024-03-12,-5.5
2024-03-13,6.3
2024-03-14,-2.5
2024-03-15,-5.6
2024-03-16,11.9
2024-03-17,11.8
2024-03-18,24.6
2024-03-19,-3.4
2024-03-20,16.5
2024-03-21,10.6
2024-03-22,22.7
2024-03-23,3.4
2024-03-24,9.1
2024-03-25,-8.3
2024-03-26,22.5
2024-03-27,24.1
2024-03-28,-7.8
2024-03-29,24.0
2024-03-30,18.1
2024-03-31,-8.2
2024-04-01,-12.2
2024-04-02,16.4
2024-04-03,11.7
2024-04-04,24.1
2024-04-05,9.9
2024-04-06,9.0
2024-04-07,18.7
2024-04-08,-13.7
2024-04-09,-5.5
2024-04-10,-4.4
2024-04-11,17.4
2024-04-12,4.0
2024-04-13,-13.5
2024-04-14,14.3
2024-04-15,4.3
2024-04-16,0.9
2024-04-17,23.2
2024-04-18,1.9
2024-04-19,18.5
2024-04-20,2.7
2024-04-21,7.5
2024-04-22,-7.2
2024-04-23,5.5
2024-04-24,-5.5
2024-04-25,21.9
2024-04-26,15.0
2024-04-27,4.3
2024-04-28,-13.9
2024-04-29,7.6
2024-04-30,19.9
2024-05-01,-13.4
2024-05-02,-9.8
2024-05-03,-10.5
2024-05-04,23.2
2024-05-05,18.5
2024-05-06,-8.7
2024-05-07,-5.0
2024-05-08,7.8
2024-05-09,0.2
2024-05-10,20.5
2024-05-11,21.1
2024-05-12,20.1
2024-05-13,16.3
2024-05-14,18.5
2024-05-15,14.4
2024-05-16,-13.9
2024-05-17,-13.6
2024-05-18,13.1
2024-05-19,9.9
2024-05-20,13.1
2024-05-21,-11.7
2024-05-22,9.9
2024-05-23,-9.4
2024-05-24,-11.3
2024-05-25,12.9
2024-05-26,-11.8
2024-05-27,-14.7
2024-05-28,23.9
2024-05-29,3.8
2024-05-30,2.7
2024-05-31,-15.0
2024-06-01,20.9
2024-06-02,16.5
2024-06-03,4.8
2024-06-04,-3.5
2024-06-05,-14.3
2024-06-06,7.6
2024-06-07,13.8
2024-06-08,10.9
2024-06-09,3.5
2024-06-10,-5.5
2024-06-11,14.0
2024-06-12,8.2
2024-06-13,9.3
2024-06-14,-13.6
2024-06-15,12.6
2024-06-16,-14.8
2024-06-17,15.9
2024-06-18,23.0
2024-06-19,22.5
2024-06-20,-9.0
2024-06-21,-11.3
2024-06-22,-5.2
2024-06-23,5.9
2024-06-24,20.5
2024-06-25,3.7
2024-06-26,2.9
2024-06-27,17.1
2024-06-28,19.1
2024-06-29,8.7
2024-06-30,-14.2
2024-07-01,-2.9
2024-07-02,-10.7
2024-07-03,20.0
2024-07-04,-10.9
2024-07-05,23.2
2024-07-06,9.4
2024-07-07,9.1
2024-07-08,1.6
2024-07-09,3.6
2024-07-10,-8.2
2024-07-11,17.5
2024-07-12,3.4
2024-07-13,14.1
2024-07-14,-0.9
2024-07-15,7.5
2024-07-16,17.9
