date,temperature
2023-06-10,-15.3
2023-06-11,1.5
2023-06-12,4.9
2023-06-13,-11.9
2023-06-14,-10.6
2023-06-15,16.7
2023-06-16,2.1
2023-06-17,-8.3
2023-06-18,-10.0
2023-06-19,-9.8
2023-06-20,-12.0
2023-06-21,-6.6
2023-06-22,8.9
2023-06-23,4.1
2023-06-24,0.1
2023-06-25,-2.0
2023-06-26,-5.5
2023-06-27,-13.3
2023-06-28,10.0
2023-06-29,13.0
2023-06-30,3.8
2023-07-01,19.4
2023-07-02,6.9
2023-07-03,7.9
2023-07-04,2.0
2023-07-05,16.0
2023-07-06,1.1
2023-07-07,5.5
2023-07-08,-0.8
2023-07-09,4.1
2023-07-10,16.8
2023-07-11,15.7
2023-07-12,14.4
2023-07-13,8.1
2023-07-14,-13.0
2023-07-15,15.8
2023-07-16,14.6
2023-07-17,-14.6
2023-07-18,-16.9
2023-07-19,19.0
2023-07-20,16.6
2023-07-21,7.0
2023-07-22,8.7
2023-07-23,11.5
2023-07-24,-4.3
2023-07-25,-15.3
2023-07-26,-15.1
2023-07-27,11.5
2023-07-28,2.1
2023-07-29,12.6
2023-07-30,19.6
2023-07-31,10.8
2023-08-01,12.9
2023-08-02,-9.8
2023-08-03,-8.0
2023-08-04,-19.8
2023-08-05,4.7
2023-08-06,-13.2
2023-08-07,-1.9
2023-08-08,-12.7
2023-08-09,-11.9
2023-08-10,6.8
2023-08-11,1.1
2023-08-12,-0.2
2023-08-13,-11.2
2023-08-14,18.0
2023-08-15,-10.7
2023-08-16,-13.3
2023-08-17,-2.2
2023-08-18,7.2
2023-08-19,3.4
2023-08-20,-4.8
2023-08-21,12.8
2023-08-22,4.3
2023-08-23,11.7
2023-08-24,8.7
2023-08-25,3.9
2023-08-26,-16.3
2023-08-27,-2.4
2023-08-28,-9.6
2023-08-29,15.3
2023-08-30,0.7
2023-08-31,6.9
2023-09-01,13.3
2023-09-02,8.7
2023-09-03,-18.8
2023-09-04,10.3
2023-09-05,7.4
2023-09-06,18.1
2023-09-07,-7.9
2023-09-08,-19.0
2023-09-09,9.6
2023-09-10,-9.0
2023-09-11,4.1
2023-09-12,16.6
2023-09-13,-10.0
2023-09-14,13.5
2023-09-15,4.1
2023-09-16,-15.4
2023-09-17,-15.7
2023-09-18,-8.0
2023-09-19,11.5
2023-09-20,-11.7
2023-09-21,-7.5
2023-09-22,-8.7
2023-09-23,1.4
2023-09-24,8.7
2023-09-25,0.5
2023-09-26,20.0
2023-09-27,19.0
2023-09-28,-8.3
2023-09-29,11.6
2023-09-30,-3.2
2023-10-01,5.9
2023-10-02,8.7
