date,temperature
2023-06-10,5.2
2023-06-11,20.9
2023-06-12,26.0
2023-06-13,8.3
2023-06-14,21.0
2023-06-15,32.2
2023-06-16,28.2
2023-06-17,14.6
2023-06-18,14.2
2023-06-19,13.4
2023-06-20,15.6
2023-06-21,26.4
2023-06-22,13.5
2023-06-23,20.7
2023-06-24,14.7
2023-06-25,29.7
2023-06-26,20.3
2023-06-27,34.4
2023-06-28,27.2
2023-06-29,25.6
2023-06-30,6.7
2023-07-01,17.1
2023-07-02,10.9
2023-07-03,13.6
2023-07-04,34.9
2023-07-05,9.3
2023-07-06,23.8
2023-07-07,31.1
2023-07-08,12.2
2023-07-09,31.7
2023-07-10,10.3
2023-07-11,26.0
2023-07-12,15.0
2023-07-13,15.2
2023-07-14,5.2
2023-07-15,9.6
2023-07-16,23.6
2023-07-17,30.9
2023-07-18,6.7
2023-07-19,33.8
2023-07-20,12.8
2023-07-21,6.4
2023-07-22,8.6
2023-07-23,32.2
2023-07-24,12.7
2023-07-25,13.9
2023-07-26,9.6
2023-07-27,5.7
2023-07-28,30.7
2023-07-29,11.4
2023-07-30,13.9
2023-07-31,22.8
2023-08-01,30.2
2023-08-02,34.2
2023-08-03,25.8
2023-08-04,10.7
2023-08-05,9.9
2023-08-06,18.4
2023-08-07,26.7
2023-08-08,25.1
2023-08-09,5.8
2023-08-10,31.7
2023-08-11,16.9
2023-08-12,32.5
2023-08-13,26.6
2023-08-14,30.7
2023-08-15,24.2
2023-08-16,11.5
2023-08-17,10.1
2023-08-18,9.8
2023-08-19,30.5
2023-08-20,18.0
2023-08-21,25.0
2023-08-22,13.8
2023-08-23,11.4
2023-08-24,25.4
2023-08-25,18.3
2023-08-26,25.4
2023-08-27,29.3
2023-08-28,8.0
2023-08-29,7.1
2023-08-30,28.1
2023-08-31,16.1
2023-09-01,11.2
2023-09-02,10.3
2023-09-03,32.5
2023-09-04,17.3
2023-09-05,19.1
2023-09-06,7.3
2023-09-07,29.9
2023-09-08,5.7
2023-09-09,9.5
2023-09-10,25.8
2023-09-11,23.9
2023-09-12,28.6
2023-09-13,24.7
2023-09-14,6.5
2023-09-15,22.6
2023-09-16,6.6
2023-09-17,26.0
2023-09-18,29.2
2023-09-19,7.0
2023-09-20,19.2
2023-09-21,17.5
2023-09-22,33.8
2023-09-23,26.2
2023-09-24,7.7
2023-09-25,6.2
2023-09-26,22.6
2023-09-27,11.6
2023-09-28,12.1
2023-09-29,18.9
2023-09-30,27.3
2023-10-01,11.1
2023-10-02,28.9
2023-10-03,20.9
2023-10-04,11.5
2023-10-05,7.8
2023-10-06,16.7
2023-10-07,32.4
2023-10-08,23.7
2023-10-09,9.6
2023-10-10,18.1
2023-10-11,31.7
2023-10-12,22.9
2023-10-13,32.9
2023-10-14,7.1
2023-10-15,12.0
2023-10-16,13.2
2023-10-17,31.4
2023-10-18,18.9
2023-10-19,33.9
2023-10-20,5.3
2023-10-21,34.5
2023-10-22,31.2
2023-10-23,8.8
2023-10-24,29.6
2023-10-25,30.2
2023-10-26,34.1
2023-10-27,10.8
2023-10-28,31.8
2023-10-29,23.0
2023-10-30,28.3
2023-10-31,10.2
2023-11-01,33.6
2023-11-02,10.1
2023-11-03,11.7
2023-11-04,22.2
2023-11-05,14.7
2023-11-06,12.0
2023-11-07,7.1
2023-11-08,22.1
2023-11-09,13.8
2023-11-10,5.4
2023-11-11,13.7
2023-11-12,7.1
2023-11-13,14.9
2023-11-14,16.3
2023-11-15,29.2
2023-11-16,32.6
2023-11-17,10.5
2023-11-18,15.2
2023-11-19,34.7
2023-11-20,34.6
2023-11-21,29.0
2023-11-22,23.7
2023-11-23,23.1
2023-11-24,16.7
2023-11-25,19.2
2023-11-26,11.3
2023-11-27,11.1
2023-11-28,13.3
2023-11-29,17.7
2023-11-30,25.6
2023-12-01,27.0
2023-12-02,33.2
2023-12-03,23.2
2023-12-04,5.9
2023-12-05,27.3
2023-12-06,21.5
2023-12-07,15.2
2023-12-08,12.5
2023-12-09,20.5
2023-12-10,34.5
2023-12-11,34.9
2023-12-12,12.8
2023-12-13,26.3
2023-12-14,11.4
2023-12-15,33.6
2023-12-16,10.9
2023-12-17,20.9
2023-12-18,17.7
2023-12-19,29.9
2023-12-20,33.1
2023-12-21,15.5
2023-12-22,26.1
2023-12-23,23.5
2023-12-24,8.9
2023-12-25,26.8
2023-12-26,30.1
2023-12-27,30.4
2023-12-28,23.2
2023-12-29,27.7
2023-12-30,32.1
2023-12-31,7.1
2024-01-01,16.9
2024-01-02,12.6
2024-01-03,25.4
2024-01-04,16.9
2024-01-05,9.1
2024-01-06,27.8
2024-01-07,32.5
2024-01-08,13.6
2024-01-09,28.9
2024-01-10,19.3
2024-01-11,19.0
2024-01-12,23.2
2024-01-13,15.6
2024-01-14,12.6
2024-01-15,31.8
2024-01-16,27.5
2024-01-17,9.1
2024-01-18,12.9
2024-01-19,14.3
2024-01-20,20.3
2024-01-21,13.1
2024-01-22,9.5
2024-01-23,6.0
2024-01-24,32.4
2024-01-25,12.0
2024-01-26,26.4
2024-01-27,29.5
2024-01-28,23.3
2024-01-29,15.8
2024-01-30,34.7
2024-01-31,6.7
2024-02-01,8.8
2024-02-02,7.5
2024-02-03,28.2
2024-02-04,34.4
2024-02-05,26.4
2024-02-06,6.5
2024-02-07,29.4
2024-02-08,34.8
2024-02-09,10.2
2024-02-10,9.0
2024-02-11,12.0
2024-02-12,25.1
2024-02-13,5.2
2024-02-14,29.7
2024-02-15,31.1
2024-02-16,25.1
2024-02-17,26.8
2024-02-18,18.4
2024-02-19,9.7
2024-02-20,28.2
2024-02-21,28.8
2024-02-22,16.4
2024-02-23,21.4
2024-02-24,16.6
2024-02-25,34.0
2024-02-26,24.0
2024-02-27,21.6
2024-02-28,22.8
2024-02-29,33.6
2024-03-01,23.9
2024-03-02,13.8
2024-03-03,23.4
2024-03-04,29.7
2024-03-05,11.4
2024-03-06,34.3
2024-03-07,8.6
2024-03-08,10.8
2024-03-09,6.7
2024-03-10,12.0
2024-03-11,21.9
2024-03-12,7.3
2024-03-13,11.0
2024-03-14,19.6
2024-03-15,16.5
2024-03-16,18.8
2024-03-17,16.6
2024-03-18,33.4
2024-03-19,8.1
2024-03-20,30.8
2024-03-21,13.2
2024-03-22,25.9
2024-03-23,19.0
2024-03-24,22.1
2024-03-25,8.9
2024-03-26,12.9
2024-03-27,20.2
2024-03-28,32.6
2024-03-29,9.2
2024-03-30,11.9
2024-03-31,6.4
2024-04-01,20.6
2024-04-02,18.4
2024-04-03,25.4
2024-04-04,12.9
2024-04-05,18.5
2024-04-06,34.6
2024-04-07,29.4
2024-04-08,30.8
2024-04-09,15.7
2024-04-10,27.9
2024-04-11,9.2
2024-04-12,19.8
2024-04-13,10.4
2024-04-14,25.3
2024-04-15,10.5
2024-04-16,27.3
2024-04-17,5.8
2024-04-18,28.4
2024-04-19,26.9
2024-04-20,22.7
2024-04-21,7.6
2024-04-22,20.8
2024-04-23,17.1
2024-04-24,22.4
2024-04-25,22.0
2024-04-26,14.8
2024-04-27,12.8
2024-04-28,7.8
2024-04-29,30.9
2024-04-30,10.1
2024-05-01,16.4
2024-05-02,15.1
2024-05-03,29.6
2024-05-04,8.7
2024-05-05,34.0
2024-05-06,27.4
2024-05-07,22.2
2024-05-08,21.6
2024-05-09,6.0
2024-05-10,25.4
2024-05-11,13.4
2024-05-12,8.6
2024-05-13,8.8
2024-05-14,32.6
2024-05-15,18.8
2024-05-16,20.2
2024-05-17,27.8
2024-05-18,10.0
2024-05-19,6.2
2024-05-20,32.8
2024-05-21,17.5
2024-05-22,34.7
2024-05-23,23.6
2024-05-24,10.8
2024-05-25,10.5
2024-05-26,19.5
2024-05-27,13.1
2024-05-28,31.3
2024-05-29,30.7
2024-05-30,29.0
2024-05-31,13.6
2024-06-01,7.2
2024-06-02,27.8
2024-06-03,7.3
2024-06-04,11.5
2024-06-05,34.1
2024-06-06,21.2
2024-06-07,25.5
2024-06-08,26.1
2024-06-09,21.9
2024-06-10,13.7
2024-06-11,27.0
2024-06-12,21.8
2024-06-13,15.3
2024-06-14,8.1
2024-06-15,10.0
2024-06-16,19.7
2024-06-17,12.5
2024-06-18,13.9
2024-06-19,24.3
2024-06-20,31.0
2024-06-21,9.2
2024-06-22,19.7
2024-06-23,25.0
2024-06-24,22.3
2024-06-25,22.9
2024-06-26,27.9
2024-06-27,30.3
2024-06-28,22.5
2024-06-29,28.4
2024-06-30,32.6
2024-07-01,33.8
2024-07-02,28.3
2024-07-03,34.4
2024-07-04,24.1
2024-07-05,6.3
2024-07-06,17.1
2024-07-07,14.6
2024-07-08,16.7
2024-07-09,20.3
2024-07-10,15.5
2024-07-11,5.9
2024-07-12,11.6
2024-07-13,27.4
2024-07-14,30.1
2024-07-15,30.7
2024-07-16,29.3
2024-07-17,5.6
2024-07-18,13.8
2024-07-19,33.8
2024-07-20,29.8
2024-07-21,15.4
2024-07-22,25.0
2024-07-23,21.5
2024-07-24,19.4
2024-07-25,6.5
2024-07-26,25.2
2024-07-27,18.3
2024-07-28,12.9
2024-07-29,25.7
2024-07-30,28.6
2024-07-31,19.0
2024-08-01,30.7
2024-08-02,33.2
2024-08-03,34.8
2024-08-04,24.4
2024-08-05,7.3
2024-08-06,33.2
2024-08-07,26.6
2024-08-08,22.3
2024-08-09,18.4
2024-08-10,27.0
2024-08-11,19.7
2024-08-12,12.9
2024-08-13,23.1
2024-08-14,15.6
2024-08-15,6.5
2024-08-16,33.9
2024-08-17,16.6
2024-08-18,25.7
2024-08-19,31.5
2024-08-20,14.7
2024-08-21,8.5
2024-08-22,16.1
2024-08-23,12.5
2024-08-24,28.1
2024-08-25,13.0
2024-08-26,31.5
2024-08-27,24.6
2024-08-28,22.7
2024-08-29,10.8
2024-08-30,11.0
2024-08-31,31.7
2024-09-01,13.3
2024-09-02,33.0
2024-09-03,12.9
2024-09-04,12.0
2024-09-05,31.6
2024-09-06,32.9
2024-09-07,8.9
2024-09-08,26.4
2024-09-09,5.3
2024-09-10,9.0
2024-09-11,17.6
2024-09-12,18.1
2024-09-13,20.1
2024-09-14,29.8
2024-09-15,18.6
2024-09-16,8.3
2024-09-17,23.3
2024-09-18,6.4
2024-09-19,11.7
2024-09-20,21.0
2024-09-21,5.9
2024-09-22,9.6
2024-09-23,7.3
2024-09-24,32.3
2024-09-25,27.0
2024-09-26,17.3
2024-09-27,21.4
2024-09-28,14.0
2024-09-29,29.2
2024-09-30,18.3
2024-10-01,6.4
2024-10-02,20.7
2024-10-03,8.8
2024-10-04,29.8
2024-10-05,23.4
2024-10-06,10.9
2024-10-07,19.9
2024-10-08,8.2
2024-10-09,14.5
2024-10-10,24.0
2024-10-11,25.1
2024-10-12,12.8
2024-10-13,15.8
2024-10-14,22.4
2024-10-15,11.2
2024-10-16,26.3
2024-10-17,12.4
2024-10-18,31.8
2024-10-19,7.7
2024-10-20,19.0
2024-10-21,6.7
2024-10-22,33.1
2024-10-23,34.6
2024-10-24,32.4
2024-10-25,15.3
2024-10-26,19.3
2024-10-27,14.7
2024-10-28,11.8
2024-10-29,11.3
2024-10-30,12.0
2024-10-31,25.4
2024-11-01,28.1
2024-11-02,7.0
2024-11-03,7.8
2024-11-04,28.2
2024-11-05,6.3
2024-11-06,9.8
2024-11-07,14.5
2024-11-08,31.5
2024-11-09,31.1
2024-11-10,6.5
2024-11-11,23.0
2024-11-12,19.1
2024-11-13,33.2
2024-11-14,29.3
2024-11-15,30.8
2024-11-16,10.6
2024-11-17,26.7
2024-11-18,31.6
2024-11-19,33.0
2024-11-20,24.7
2024-11-21,29.5
2024-11-22,11.3
2024-11-23,19.0
2024-11-24,34.7
2024-11-25,29.9
2024-11-26,10.1
2024-11-27,17.2
2024-11-28,20.0
2024-11-29,5.4
2024-11-30,13.4
2024-12-01,22.0
2024-12-02,20.7
2024-12-03,12.7
2024-12-04,31.9
2024-12-05,27.9
2024-12-06,16.6
2024-12-07,7.2
2024-12-08,16.8
2024-12-09,31.0
2024-12-10,5.5
2024-12-11,16.5
2024-12-12,16.6
2024-12-13,19.0
2024-12-14,31.2
2024-12-15,25.1
2024-12-16,33.3
2024-12-17,32.8
2024-12-18,33.6
2024-12-19,11.9
2024-12-20,26.6
2024-12-21,19.9
2024-12-22,16.8
2024-12-23,8.8
2024-12-24,10.8
2024-12-25,24.7
2024-12-26,34.2
2024-12-27,22.7
2024-12-28,15.2
2024-12-29,23.3
2024-12-30,8.7
2024-12-31,26.4
2025-01-01,20.1
2025-01-02,11.8
2025-01-03,22.3
2025-01-04,5.3
2025-01-05,7.0
2025-01-06,8.1
2025-01-07,28.2
2025-01-08,11.8
2025-01-09,20.5
2025-01-10,21.1
2025-01-11,29.3
2025-01-12,12.0
2025-01-13,25.6
2025-01-14,17.9
2025-01-15,22.1
2025-01-16,23.2
