date,temperature
2023-06-10,34.3
2023-06-11,22.6
2023-06-12,10.2
2023-06-13,36.3
2023-06-14,22.1
2023-06-15,28.1
2023-06-16,26.5
2023-06-17,22.8
2023-06-18,28.8
2023-06-19,22.2
2023-06-20,22.0
2023-06-21,37.5
2023-06-22,18.4
2023-06-23,25.2
2023-06-24,24.9
2023-06-25,24.3
2023-06-26,32.3
2023-06-27,33.7
2023-06-28,13.6
2023-06-29,16.0
2023-06-30,32.2
2023-07-01,29.9
2023-07-02,12.9
2023-07-03,35.8
2023-07-04,33.8
2023-07-05,28.7
2023-07-06,12.5
2023-07-07,13.8
2023-07-08,36.3
2023-07-09,20.0
2023-07-10,14.9
2023-07-11,30.4
2023-07-12,36.3
2023-07-13,24.7
2023-07-14,23.1
2023-07-15,22.4
2023-07-16,37.9
2023-07-17,31.3
2023-07-18,15.2
2023-07-19,20.3
2023-07-20,40.0
2023-07-21,14.7
2023-07-22,38.5
2023-07-23,35.4
2023-07-24,26.6
2023-07-25,12.7
2023-07-26,19.6
2023-07-27,35.6
2023-07-28,15.8
2023-07-29,30.4
2023-07-30,39.3
2023-07-31,17.2
2023-08-01,31.5
2023-08-02,27.3
2023-08-03,33.9
2023-08-04,10.0
2023-08-05,13.3
2023-08-06,11.7
2023-08-07,37.9
2023-08-08,15.1
2023-08-09,14.9
2023-08-10,19.7
2023-08-11,12.1
2023-08-12,22.6
2023-08-13,11.7
2023-08-14,27.6
2023-08-15,14.8
2023-08-16,33.1
2023-08-17,13.7
2023-08-18,18.6
2023-08-19,22.1
2023-08-20,22.5
2023-08-21,21.4
2023-08-22,31.9
2023-08-23,25.0
2023-08-24,30.9
2023-08-25,39.1
2023-08-26,28.2
2023-08-27,39.6
2023-08-28,28.9
2023-08-29,30.4
2023-08-30,14.2
2023-08-31,29.0
2023-09-01,31.2
2023-09-02,14.0
2023-09-03,21.2
2023-09-04,30.9
2023-09-05,29.2
2023-09-06,12.7
2023-09-07,31.5
2023-09-08,37.4
2023-09-09,18.3
2023-09-10,27.4
2023-09-11,23.5
2023-09-12,26.5
2023-09-13,11.4
2023-09-14,23.5
2023-09-15,37.1
2023-09-16,35.1
2023-09-17,34.2
2023-09-18,18.8
2023-09-19,23.8
2023-09-20,10.9
2023-09-21,23.6
2023-09-22,15.9
2023-09-23,27.3
2023-09-24,31.8
2023-09-25,20.9
2023-09-26,36.7
2023-09-27,15.8
2023-09-28,32.8
2023-09-29,11.9
2023-09-30,36.7
2023-10-01,31.6
2023-10-02,17.6
2023-10-03,27.0
2023-10-04,37.6
2023-10-05,12.2
2023-10-06,32.4
2023-10-07,32.3
2023-10-08,25.2
2023-10-09,28.8
2023-10-10,15.3
2023-10-11,20.8
2023-10-12,12.0
2023-10-13,17.9
2023-10-14,25.3
2023-10-15,12.9
2023-10-16,36.5
2023-10-17,21.4
2023-10-18,31.1
2023-10-19,11.7
2023-10-20,14.2
2023-10-21,29.9
2023-10-22,16.8
2023-10-23,11.0
2023-10-24,23.8
2023-10-25,15.9
2023-10-26,20.2
2023-10-27,20.8
2023-10-28,26.4
2023-10-29,35.8
2023-10-30,27.4
2023-10-31,26.3
2023-11-01,34.5
2023-11-02,35.7
2023-11-03,16.7
2023-11-04,30.2
2023-11-05,32.4
2023-11-06,18.4
2023-11-07,18.1
2023-11-08,17.5
2023-11-09,33.1
2023-11-10,38.4
2023-11-11,13.5
2023-11-12,26.2
2023-11-13,24.3
2023-11-14,22.7
2023-11-15,39.7
2023-11-16,16.4
2023-11-17,35.3
2023-11-18,23.0
2023-11-19,24.2
2023-11-20,30.7
2023-11-21,13.4
2023-11-22,33.5
2023-11-23,13.4
2023-11-24,18.4
2023-11-25,29.6
2023-11-26,12.4
2023-11-27,19.3
2023-11-28,26.3
2023-11-29,38.7
2023-11-30,37.1
2023-12-01,35.3
2023-12-02,24.0
2023-12-03,30.9
2023-12-04,39.7
2023-12-05,31.9
2023-12-06,12.3
2023-12-07,23.2
2023-12-08,35.0
2023-12-09,31.2
2023-12-10,20.1
2023-12-11,14.4
2023-12-12,15.9
2023-12-13,25.5
2023-12-14,26.6
2023-12-15,30.2
2023-12-16,34.0
2023-12-17,12.5
2023-12-18,19.5
2023-12-19,30.4
2023-12-20,18.3
2023-12-21,10.4
2023-12-22,22.8
2023-12-23,36.7
2023-12-24,11.1
2023-12-25,13.2
2023-12-26,18.5
2023-12-27,19.1
2023-12-28,36.0
2023-12-29,13.6
2023-12-30,13.2
2023-12-31,34.5
2024-01-01,23.3
2024-01-02,24.7
2024-01-03,10.3
2024-01-04,10.4
2024-01-05,18.4
2024-01-06,28.2
2024-01-07,32.5
2024-01-08,16.9
2024-01-09,26.2
2024-01-10,10.5
2024-01-11,23.1
2024-01-12,30.3
2024-01-13,11.0
2024-01-14,20.6
2024-01-15,30.3
2024-01-16,23.2
2024-01-17,13.9
2024-01-18,30.8
2024-01-19,15.0
2024-01-20,26.8
2024-01-21,21.0
2024-01-22,12.3
2024-01-23,37.9
2024-01-24,22.8
2024-01-25,11.6
2024-01-26,27.9
2024-01-27,35.9
2024-01-28,15.9
2024-01-29,37.5
2024-01-30,18.3
2024-01-31,28.9
2024-02-01,33.3
2024-02-02,39.1
2024-02-03,36.1
2024-02-04,33.1
2024-02-05,32.1
2024-02-06,18.2
2024-02-07,20.5
2024-02-08,18.6
2024-02-09,11.3
2024-02-10,36.0
2024-02-11,36.2
2024-02-12,13.6
2024-02-13,15.3
2024-02-14,24.4
2024-02-15,34.6
2024-02-16,39.2
2024-02-17,27.6
2024-02-18,31.2
2024-02-19,30.3
2024-02-20,18.3
2024-02-21,27.6
2024-02-22,37.7
2024-02-23,16.0
2024-02-24,28.8
2024-02-25,15.1
2024-02-26,37.6
2024-02-27,26.6
2024-02-28,39.1
2024-02-29,10.7
2024-03-01,10.4
2024-03-02,30.1
2024-03-03,33.5
2024-03-04,21.7
2024-03-05,26.6
2024-03-06,26.4
2024-03-07,39.6
2024-03-08,29.6
2024-03-09,17.0
2024-03-10,16.0
2024-03-11,16.9
2024-03-12,21.1
2024-03-13,15.5
2024-03-14,19.4
2024-03-15,39.4
2024-03-16,18.1
2024-03-17,21.5
2024-03-18,17.6
2024-03-19,38.6
