date,temperature
2023-06-10,1.6
2023-06-11,-0.2
2023-06-12,-8.0
2023-06-13,21.7
2023-06-14,20.3
2023-06-15,4.4
2023-06-16,21.2
2023-06-17,-2.2
2023-06-18,18.7
2023-06-19,19.9
2023-06-20,7.9
2023-06-21,28.1
2023-06-22,-7.3
2023-06-23,26.8
2023-06-24,6.6
2023-06-25,0.6
2023-06-26,20.8
2023-06-27,19.9
2023-06-28,24.7
2023-06-29,27.3
2023-06-30,24.9
2023-07-01,14.6
2023-07-02,22.6
2023-07-03,4.2
2023-07-04,2.1
2023-07-05,-6.4
2023-07-06,-0.8
2023-07-07,22.4
2023-07-08,-4.2
2023-07-09,20.6
2023-07-10,-6.3
2023-07-11,16.2
2023-07-12,27.9
2023-07-13,29.2
2023-07-14,10.3
2023-07-15,3.9
2023-07-16,27.9
2023-07-17,27.5
2023-07-18,7.7
2023-07-19,15.0
2023-07-20,-4.0
2023-07-21,15.1
2023-07-22,10.0
2023-07-23,2.8
2023-07-24,11.0
2023-07-25,9.7
2023-07-26,25.8
2023-07-27,27.8
2023-07-28,2.4
2023-07-29,8.0
2023-07-30,21.5
2023-07-31,12.5
2023-08-01,-2.2
2023-08-02,20.0
2023-08-03,5.2
2023-08-04,-7.2
2023-08-05,15.9
2023-08-06,27.1
2023-08-07,10.0
2023-08-08,-0.9
2023-08-09,7.3
2023-08-10,3.0
2023-08-11,27.0
2023-08-12,11.1
2023-08-13,25.1
2023-08-14,-7.7
2023-08-15,21.2
2023-08-16,22.0
2023-08-17,9.4
2023-08-18,21.8
2023-08-19,8.8
2023-08-20,5.6
2023-08-21,24.1
2023-08-22,6.4
2023-08-23,2.0
2023-08-24,12.9
2023-08-25,13.5
2023-08-26,-8.7
2023-08-27,-7.5
2023-08-28,22.1
2023-08-29,-7.2
2023-08-30,14.1
2023-08-31,26.4
2023-09-01,-7.0
2023-09-02,-3.4
2023-09-03,-3.6
2023-09-04,2.4
2023-09-05,25.7
2023-09-06,3.5
2023-09-07,26.6
2023-09-08,0.3
2023-09-09,18.3
2023-09-10,26.4
2023-09-11,1.1
2023-09-12,18.0
2023-09-13,-8.7
2023-09-14,5.7
2023-09-15,6.3
2023-09-16,21.9
2023-09-17,9.0
2023-09-18,7.7
