date,temperature
2023-06-10,10.6
2023-06-11,34.5
2023-06-12,13.6
2023-06-13,37.5
2023-06-14,39.2
2023-06-15,33.5
2023-06-16,38.5
2023-06-17,31.4
2023-06-18,21.4
2023-06-19,26.5
2023-06-20,22.9
2023-06-21,19.8
2023-06-22,25.2
2023-06-23,25.5
2023-06-24,31.7
2023-06-25,11.6
2023-06-26,32.6
2023-06-27,25.9
2023-06-28,18.6
2023-06-29,11.9
2023-06-30,12.4
2023-07-01,15.3
2023-07-02,14.6
2023-07-03,15.1
2023-07-04,19.1
2023-07-05,17.0
2023-07-06,38.2
2023-07-07,32.5
2023-07-08,10.6
2023-07-09,17.4
2023-07-10,15.5
2023-07-11,36.9
2023-07-12,32.1
2023-07-13,21.1
2023-07-14,22.8
2023-07-15,32.3
2023-07-16,21.2
2023-07-17,35.1
2023-07-18,21.0
2023-07-19,32.1
2023-07-20,20.4
2023-07-21,32.8
2023-07-22,17.2
2023-07-23,36.2
2023-07-24,33.6
2023-07-25,10.9
2023-07-26,28.4
2023-07-27,37.6
2023-07-28,17.7
2023-07-29,36.2
2023-07-30,22.8
2023-07-31,36.5
2023-08-01,32.6
2023-08-02,14.4
2023-08-03,39.9
2023-08-04,11.6
2023-08-05,16.8
2023-08-06,20.4
2023-08-07,16.8
2023-08-08,27.1
2023-08-09,34.5
2023-08-10,28.6
2023-08-11,31.9
2023-08-12,21.1
2023-08-13,39.6
2023-08-14,29.0
2023-08-15,11.8
2023-08-16,18.2
2023-08-17,27.3
2023-08-18,36.3
2023-08-19,31.4
2023-08-20,18.2
2023-08-21,16.1
2023-08-22,12.5
2023-08-23,13.9
2023-08-24,10.8
2023-08-25,21.7
2023-08-26,29.0
2023-08-27,32.4
2023-08-28,12.5
2023-08-29,10.7
2023-08-30,38.8
2023-08-31,34.7
2023-09-01,14.0
2023-09-02,30.4
2023-09-03,30.2
2023-09-04,16.5
2023-09-05,30.9
2023-09-06,30.9
2023-09-07,15.2
2023-09-08,34.7
2023-09-09,20.0
2023-09-10,24.2
2023-09-11,34.0
2023-09-12,39.2
2023-09-13,29.4
2023-09-14,29.1
2023-09-15,18.4
2023-09-16,18.1
2023-09-17,36.0
2023-09-18,23.5
2023-09-19,28.1
2023-09-20,28.8
2023-09-21,37.4
2023-09-22,35.6
2023-09-23,31.5
2023-09-24,20.9
2023-09-25,24.4
2023-09-26,12.0
2023-09-27,28.7
2023-09-28,13.0
2023-09-29,33.3
2023-09-30,11.4
2023-10-01,33.8
2023-10-02,21.0
2023-10-03,14.5
2023-10-04,15.9
2023-10-05,26.7
2023-10-06,12.8
2023-10-07,34.6
2023-10-08,14.9
2023-10-09,20.4
2023-10-10,23.1
2023-10-11,21.3
2023-10-12,33.2
2023-10-13,39.1
2023-10-14,15.5
2023-10-15,26.1
2023-10-16,24.5
2023-10-17,15.6
2023-10-18,32.5
2023-10-19,25.1
2023-10-20,13.5
2023-10-21,38.9
2023-10-22,30.2
2023-10-23,13.9
2023-10-24,38.9
2023-10-25,34.1
2023-10-26,33.8
2023-10-27,10.0
2023-10-28,20.4
2023-10-29,37.9
2023-10-30,13.3
2023-10-31,21.5
2023-11-01,16.6
2023-11-02,30.5
2023-11-03,16.8
2023-11-04,13.7
2023-11-05,40.0
2023-11-06,29.3
2023-11-07,32.6
2023-11-08,10.0
2023-11-09,22.1
2023-11-10,23.9
2023-11-11,35.6
2023-11-12,25.8
2023-11-13,30.6
2023-11-14,35.2
2023-11-15,11.1
2023-11-16,13.4
2023-11-17,35.4
2023-11-18,25.7
2023-11-19,10.7
2023-11-20,36.5
2023-11-21,35.3
2023-11-22,14.9
2023-11-23,21.9
2023-11-24,34.5
2023-11-25,26.7
2023-11-26,38.1
2023-11-27,38.5
2023-11-28,14.4
2023-11-29,31.6
2023-11-30,16.2
2023-12-01,35.2
2023-12-02,20.5
2023-12-03,28.5
2023-12-04,37.0
2023-12-05,26.8
2023-12-06,13.9
2023-12-07,39.3
2023-12-08,18.3
2023-12-09,19.1
2023-12-10,35.8
2023-12-11,25.0
2023-12-12,16.8
2023-12-13,33.4
2023-12-14,34.4
2023-12-15,13.5
2023-12-16,22.4
2023-12-17,13.6
2023-12-18,24.5
2023-12-19,19.9
2023-12-20,36.8
2023-12-21,38.2
2023-12-22,12.8
2023-12-23,31.8
2023-12-24,39.6
2023-12-25,39.8
2023-12-26,33.3
2023-12-27,36.5
2023-12-28,22.4
2023-12-29,25.7
2023-12-30,14.4
2023-12-31,34.2
2024-01-01,25.2
2024-01-02,30.9
2024-01-03,17.1
2024-01-04,36.6
2024-01-05,21.7
2024-01-06,38.4
2024-01-07,34.6
2024-01-08,13.4
2024-01-09,36.9
2024-01-10,39.6
2024-01-11,33.8
2024-01-12,25.3
2024-01-13,20.9
2024-01-14,19.4
2024-01-15,32.6
2024-01-16,15.6
2024-01-17,17.6
2024-01-18,33.9
2024-01-19,32.5
2024-01-20,24.0
2024-01-21,11.6
2024-01-22,35.4
2024-01-23,25.7
2024-01-24,10.6
2024-01-25,36.4
2024-01-26,26.4
2024-01-27,20.1
2024-01-28,13.6
2024-01-29,17.3
2024-01-30,21.7
2024-01-31,32.9
2024-02-01,18.3
2024-02-02,36.0
2024-02-03,29.8
2024-02-04,26.8
2024-02-05,12.3
2024-02-06,14.4
2024-02-07,27.4
2024-02-08,34.0
